1,page,CLASSIC AN VINTAGE,,,Quantity (oz),,,
2963,252,ELECTRIC KOOL-AID ACID TEST,SLOE GIN,GIN (SLOE),1,"blackberries and maraschino liqueur) with 3, ice",This is a classic Mr. Potato Head spec. With,
2964,252,ELECTRIC KOOL-AID ACID TEST,LEMON JUICE,JUICE (LEMON),1,"cubes, then strain into a pilsner glass filled with",gin it becomes a Ramble,
2965,252,ELECTRIC KOOL-AID ACID TEST,SIMPLE SYRUP,SYRUP (SIMPLE),0.75,crushed ice. Empty the ice from the shaker and,; with rum it’s a,
2966,252,ELECTRIC KOOL-AID ACID TEST,BLACKBERRIES,FRUIT (BLACKBERRY),3 berries,add the blackberries and the maraschino liqueur.,Seersucker,
2967,252,ELECTRIC KOOL-AID ACID TEST,LUXARDO MARASCHINO LIQUEUR,LIQUEUR (CHERRY),0.5,"Gently muddle the blackberries, then pour over the",; and with apple brandy it’s a Sloe,
2968,,,,,,drink. Serve with a straw.,Scobeyville Sling.—PW,
2969,,,,,,,,
2970,,,,,,,,
2971,253,LITTLE KINGDOM,EL TESORO REPOSADO TEQUILA BEEFEATER LONDON DRY GIN COMPASS BOX ASYLA SCOTCH RITTENHOUSE 100 RYE OR HINE H COGNAC,AU CHOIX,2,GARNISH: 1 BRANDIED CHERRY,PHIL WARD 2008,
2972,253,LITTLE KINGDOM,CARPANO ANTICA FORMULA VERMOUTH,VERMOUTH (SWEET),0.75,"Stir all the ingredients over ice, then strain into a",,
2973,253,LITTLE KINGDOM,CYNAR,AMARO (CYNAR),0.5,coupe. Garnish with the cherry.,,
2974,,,,,,,,
2975,253,ST-GERMAIN REDUX,BEEFEATER LONDON DRY GIN APPLETON ESTATE V/X RUM SIEMBRA AZUL BLANCO TEQUILA COMPASS BOX ASYLA SCOTCH CALVADOS OR HINE H COGNAC,AU CHOIX,1,GARNISH: 1 LEMON TWIST,PHIL WARD 2008,
2976,253,ST-GERMAIN REDUX,DRY CHAMPAGNE,WINE (SPARKLING),1,Combine all the ingredients in a wine glass filled,,
2977,253,ST-GERMAIN REDUX,ST-GERMAIN,LIQUEUR (ELDERFLOWER),1,with ice cubes and stir until cold. Garnish with the,,
2978,253,ST-GERMAIN REDUX,CLUB SODA,SODA,1,lemon twist.,,
2979,,,,,,,,
2980,,AQUAVIT,,,,,,
2981,,,,,,,,
2982,254,GREAT NORTHERN,LINIE AQUAVIT,LIQUEUR (CARAWAY) (AQUAVIT),2,"GARNISH: 2, ORANGE CRESCENTS",JESSICA GONZALEZ 2011,
2983,254,GREAT NORTHERN,LILLET BLANC,APPERITIF (LILLET BLANC),0.75,"Short shake all the ingredients with 3 ice cubes,",,
2984,254,GREAT NORTHERN,COINTREAU,LIQUEUR (ORANGE),0.5,then strain into a double rocks glass filled with,,
2985,254,GREAT NORTHERN,LEMON JUICE,JUICE (LEMON),0.75,crushed ice. Garnish with the orange crescents.,,
2986,254,GREAT NORTHERN,ACACIA HONEY SYRUP,SYRUP (HONEY),0.5,,,
2987,,,,,,,,
2988,254,"ONE, ONE, ONE",KROGSTAD AQUAVIT,LIQUEUR (CARAWAY) (AQUAVIT),1,"Stir all the ingredients over ice, then strain into a",THOMAS WAUGH 2009,
2989,254,"ONE, ONE, ONE",BEEFEATER LONDON DRY GIN,GIN (LONDON DRY),1,coupe. No garnish.,"This is a play on the Fitty-Fitty, an equal-parts",
2990,254,"ONE, ONE, ONE",DOLIN BLANC VERMOUTH,VERMOUTH (BLANC),1,,martini popularized by Audrey Saunders at the,
2991,254,"ONE, ONE, ONE",REGANS’ ORANGE BITTERS,BITTERS (ORANGE),1,,"Pegu Club, with the addition of aquavit.—TW",
2992,,,,,,,,
2993,,,,,,,,
2994,254,OVER AND OUT,KROGSTAD AQUAVIT,LIQUEUR (CARAWAY) (AQUAVIT),1,"Shake all the ingredients with ice, then strain into",ERYN REECE 2013,
2995,254,OVER AND OUT,OCHO 2012 PLATA TEQUILA,AGAVE (TEQUILA BLANCO),1,a large coupe. No garnish.,,
2996,254,OVER AND OUT,LIME JUICE,JUICE (LIME),0.75,,,
2997,254,OVER AND OUT,WATERMELON JUICE,JUICE (WATERMELON),0.75,,,
2998,254,OVER AND OUT,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.5,,,
2999,254,OVER AND OUT,BITTER TRUTH CELERY BITTERS,BITTERS (CELERY),0.03125,,,
3000,254,OVER AND OUT,HOUSE ORANGE BITTERS,BITTERS (ORANGE),0.03125,,,
3001,,,,,,,,
3002,254,SLAP ‘N’ PICKLE,CUCUMBER WHEELS,VEGETABLE (CUCUMBER),3 wheels,GARNISH: 1 CUCUMBER SPEAR,BRIAN MILLER 2009,
3003,254,SLAP ‘N’ PICKLE,KROGSTAD AQUAVIT,LIQUEUR (CARAWAY) (AQUAVIT),2,"In a shaker, muddle the cucumber wheels. Add",,
3004,254,SLAP ‘N’ PICKLE,LIME JUICE,JUICE (LIME),0.75,"the remaining ingredients and shake with ice, then",,
3005,254,SLAP ‘N’ PICKLE,SIMPLE SYRUP,SYRUP (SIMPLE),0.75,"double strain into a double rocks glass over 1,",,
3006,254,SLAP ‘N’ PICKLE,GRENADINE,SYRUP (GRENADINE),0.166667,large ice cube. Garnish with the cucumber spear.,,
3007,254,SLAP ‘N’ PICKLE,BITTER TRUTH CELERY BITTERS,BITTERS (CELERY),0.0625,,,
3008,,,,,,,,
3009,,SAZERAC,,,,,,
3010,,,,,,,,
3011,255,ALEMBIC,VIEUX PONTARLIER ABSINTHE,ABSINTHE,rinse,GARNISH: 1 LEMON TWIST,PHIL WARD 2008,
3012,255,ALEMBIC,ANCHOR GENEVIEVE GIN,GIN (GENEVER),2,Rinse a rocks glass with absinthe and dump. Stir,,
3013,255,ALEMBIC,DEMERARA SYRUP,SYRUP (DEMERARA),0.25,"the remaining ingredients over ice, then strain into",,
3014,255,ALEMBIC,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.09375,"the glass over 1, large ice cube. Garnish with the",,
3015,,,,,,lemon twist.,,
3016,,,,,,,,
3017,255,BAY CITY ROLLER,COMPASS BOX ASYLA SCOTCH,WHISKEY (SCOTCH BLENDED),2,GARNISH: 1 ORANGE TWIST,BRIAN MILLER 2008,
3018,255,BAY CITY ROLLER,AMARO AVERNA,AMARO (MEDIUM),0.25,"Stir all the ingredients over ice, then strain into a",,
3019,255,BAY CITY ROLLER,SIMPLE SYRUP,SYRUP (SIMPLE),0.166667,double rocks glass. Garnish with the orange twist.,,
3020,,,,,,,,
3021,255,COOPER UNION,LAPHROAIG 10-YEAR SCOTCH,WHISKEY (SCOTCH ISLAY),rinse,Rinse a double rocks glass with Laphroaig and,PHIL WARD 2008,
3022,255,COOPER UNION,REDBREAST 12-YEAR IRISH WHISKEY,WHISKEY (IRISH),2,dump. Stir the remaining ingredients (except the,,
3023,255,COOPER UNION,ST-GERMAIN,LIQUEUR (ELDERFLOWER),0.5,"lemon twist) over ice, then strain into the glass.",,
3024,255,COOPER UNION,HOUSE ORANGE BITTERS,BITTERS (ORANGE),0.03125,Squeeze the lemon twist over the drink and,,
3025,255,COOPER UNION,LEMON TWIST,TWIST (LEMON),1 twist,discard. No garnish.,,
3026,,,,,,,,
3027,255,CREOLE SAZ,VIEUX PONTARLIER ABSINTHE,ABSINTHE,rinse,Rinse a rocks glass with absinthe and dump. Stir,JOAQUÍN SIMÓ 2011,
3028,255,CREOLE SAZ,BARBANCOURT 3-STAR RUM,RUM (AGRICOLE AMBRE),1.5,the remaining ingredients (except the lemon twist),This drink contains all things French: French,
3029,255,CREOLE SAZ,PIERRE FERRAND 1840 COGNAC,BRANDY (GRAPE),0.5,"over ice, then strain into the glass. Squeeze the","absinthe, French cognac, French-colony rum,",
3030,255,CREOLE SAZ,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.166667,lemon twist over the drink and discard. No,"and bitters that originated in Haiti, a former",
3031,255,CREOLE SAZ,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.09375,garnish.,French colony.—JS,
3032,255,CREOLE SAZ,LEMON TWIST,TWIST (LEMON),1 twist,,,
3033,,,,,,,,
3034,256,DEVIL INSIDE,LAPHROAIG 10-YEAR SCOTCH,WHISKEY (SCOTCH ISLAY),rinse,Rinse a rocks glass with Laphroaig and dump. Stir,THOMAS WAUGH 2011,
3035,256,DEVIL INSIDE,RITTENHOUSE 100 RYE,WHISKEY (RYE),1.5,the remaining ingredients (except the lemon twist),,
3036,256,DEVIL INSIDE,BRUICHLADDICH PORT CHARLOTTE 7-YEAR SCOTCH,WHISKEY (SCOTCH ISLAY),0.5,"with ice, then strain into a rocks glass. Squeeze",,
3037,256,DEVIL INSIDE,VIEUX PONTARLIER ABSINTHE,ABSINTHE,0.0625,the lemon twist over the drink and discard. No,,
3038,256,DEVIL INSIDE,DEMERARA SYRUP,SYRUP (DEMERARA),0.166667,garnish.,,
3039,256,DEVIL INSIDE,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,,,
3040,256,DEVIL INSIDE,LEMON TWIST,TWIST (LEMON),1 twist,,,
3041,,,,,,,,
3042,256,ENEMY LINES,LINIE AQUAVIT,LIQUEUR (CARAWAY) (AQUAVIT),1.5,Stir all the ingredients (except the lemon twist),JILLIAN VOSE 2011,
3043,256,ENEMY LINES,EL TESORO REPOSADO TEQUILA,AGAVE (TEQUILA REPOSADO),0.75,"over ice, then strain into a rocks glass. Squeeze","Splitting aquavit and tequila is weird, but it",
3044,256,ENEMY LINES,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.166667,the lemon twist over the drink and discard. No,works. You end up with a rich drink without,
3045,256,ENEMY LINES,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.125,garnish.,using a lot of sugar.—JV,
3046,256,ENEMY LINES,BITTER TRUTH AROMATIC BITTERS,BITTERS (AROMATIC),0.03125,,,
3047,256,ENEMY LINES,LEMON TWIST,TWIST (LEMON),1 twist,,,
3048,,,,,,,,
3049,256,GUNS AND ROSÉ,OLD GRAND-DAD 114 BOURBON,WHISKEY (BOURBON),1.4,Stir all the ingredients (except the grapefruit twist),SCOTT TEAGUE 2013,
3050,256,GUNS AND ROSÉ,LILLET ROSÉ,APPERITIF (LILLET ROSÉ),1,"over ice, then strain into a rocks glass. Squeeze",I like combining a high-proof spirit with,
3051,256,GUNS AND ROSÉ,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.166667,the grapefruit twist over the drink and discard. No,something soft and delicate. Here it’s a fiery,
3052,256,GUNS AND ROSÉ,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.0625,garnish.,overproof whiskey and an aperitif made with,
3053,256,GUNS AND ROSÉ,GRAPEFRUIT TWIST,TWIST (GRAPEFRUIT),1 twist,,rosé.—ST,
3054,,,,,,,,
3055,,,,,,,,
3056,256,HALLYDAY,VIEUX PONTARLIER ABSINTHE,ABSINTHE,rinse,GARNISH: 1 LEMON TWIST,THOMAS WAUGH 2011,
3057,256,HALLYDAY,HINE H COGNAC,BRANDY (GRAPE),1.5,Rinse a rocks glass with absinthe and dump. Stir,"Named after Johnny Hallyday, the French pop",
3058,256,HALLYDAY,DOLIN DRY VERMOUTH,VERMOUTH (DRY),0.5,"the remaining ingredients over ice, then strain into","singer, this Sazerac variation uses a quartet of",
3059,256,HALLYDAY,ROYAL COMBIER LIQUEUR,LIQUEUR,0.5,the glass. Garnish with the lemon twist.,French ingredients.—TW,
3060,256,HALLYDAY,CLEAR CREEK PEAR BRANDY,BRANDY (PEAR),0.166667,,,
3061,256,HALLYDAY,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
3062,,,,,,,,
3063,257,LATIN QUARTER,VIEUX PONTARLIER ABSINTHE,ABSINTHE,rinse,Rinse a double rocks glass with absinthe and,JOAQUÍN SIMÓ 2008,
3064,257,LATIN QUARTER,ZACAPA 23-YEAR RUM,RUM (SPANISH),2,dump. Stir the remaining ingredients (except the,It’s hard to predict which D&C drinks will be,
3065,257,LATIN QUARTER,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.166667,"lemon twist) over ice, then strain into the glass.",replicated elsewhere. This Sazerac variation has,
3066,257,LATIN QUARTER,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.09375,Squeeze the lemon twist over the drink and,ended up on the menus of cocktail bars all over,
3067,257,LATIN QUARTER,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,discard. No garnish.,world.—JS,
3068,257,LATIN QUARTER,BITTERMENS XOCOLATL MOLE BITTERS,BITTERS (CHOCOLATE),0.03125,,,
3069,257,LATIN QUARTER,LEMON TWIST,TWIST (LEMON),1 twist,,,
3070,,,,,,,,
3071,257,SAZ WHO?,CRUZAN SINGLE-BARREL RUM,RUM (SPANISH),1.5,Stir all the ingredients (except the lemon twist),BRIAN MILLER 2009,
3072,257,SAZ WHO?,CLEAR CREEK PEAR BRANDY,BRANDY (PEAR),0.5,"over ice, then strain into a double rocks glass.",,
3073,257,SAZ WHO?,VIEUX PONTARLIER ABSINTHE,ABSINTHE,0.0625,Squeeze the lemon twist over the drink and,,
3074,257,SAZ WHO?,DEMERARA SYRUP,SYRUP (DEMERARA),0.166667,discard. No garnish.,,
3075,257,SAZ WHO?,HOUSE PEYCHAUD’S BITTERS,BITTERS (CREOLE),0.125,,,
3076,257,SAZ WHO?,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
3077,257,SAZ WHO?,LEMON TWIST,TWIST (LEMON),1 twist,,,
3078,,,,,,,,
3079,,NEGRONI,,,,,,
3080,,,,,,,,
3081,258,BALTASAR AND BLIMUNDA,BEEFEATER LONDON DRY GIN,GIN (LONDON DRY),2,"GARNISH: 1, ORANGE COIN",PHIL WARD 2008,
3082,258,BALTASAR AND BLIMUNDA,PUNT E MES,VERMOUTH (SWEET),0.5,"Stir all the ingredients over ice, then strain into a",,
3083,258,BALTASAR AND BLIMUNDA,CAMPARI,AMARO (APERITIVO),0.5,"coupe. To garnish, flame the orange coin over the",,
3084,258,BALTASAR AND BLIMUNDA,OTIMA 10-YEAR TAWNY PORT,WINE (PORT),0.5,"drink, then drop it in.",,
3085,,,,,,,,
3086,258,FAIL-SAFE,PERRY’S TOT NAVY-STRENGTH GIN,GIN (AMERICAN),0.75,"Stir all the ingredients over ice, then strain into a",SCOTT TEAGUE 2013,
3087,258,FAIL-SAFE,PLYMOUTH SLOE GIN,GIN (SLOE),0.75,"double rocks glass over 1, large ice cube. No",Some drinks are just happy accidents. One,
3088,258,FAIL-SAFE,APEROL,AMARO (APERITIVO),0.5,garnish.,night I saw several bottles sitting next to each,
3089,258,FAIL-SAFE,PIERRE FERRAND DRY CURAÇAO,LIQUEUR (ORANGE),0.5,,"other behind the bar, and I thought, Why not?",
3090,258,FAIL-SAFE,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.0625,,I started playing around with them in Negroni,
3091,,,,,,,"proportions, and it worked.—ST",
3092,,,,,,,,
3093,,,,,,,,
3094,258,HOUSE OF PAYNE,RASPBERRIES,FRUIT (RASPBERRY),3 berries,"GARNISH: 1, RASPBERRY",PHIL WARD 2012,
3095,258,HOUSE OF PAYNE,BEEFEATER LONDON DRY GIN,GIN (LONDON DRY),1.5,"In a mixing glass, gently muddle the raspberries.",Raspberries and Campari have a great affinity,
3096,258,HOUSE OF PAYNE,PLYMOUTH SLOE GIN,GIN (SLOE),1,Add the remaining ingredients and stir over ice.,"for each other, so I combined them, along with",
3097,258,HOUSE OF PAYNE,CAMPARI,AMARO (APERITIVO),1,"Double strain into a double rocks glass over 1,","sloe gin, in this Negroni variation.—PW",
3098,,,,,,large ice cube. Garnish with the raspberry.,,
3099,,,,,,,,
3100,259,KINGSTON NEGRONI,SMITH & CROSS RUM,RUM (JAMAICAN),1,GARNISH: 1 ORANGE TWIST,JOAQUÍN SIMÓ 2009,
3101,259,KINGSTON NEGRONI,CARPANO ANTICA FORMULA VERMOUTH,VERMOUTH (SWEET),1,"Stir all the ingredients over ice, then strain into a",I created this Negroni variation immediately,
3102,259,KINGSTON NEGRONI,CAMPARI,AMARO (APERITIVO),1,double rocks glass. Garnish with the orange twist.,after I first tasted Smith & Cross rum. Only,
3103,,,,,,,Carpano Antica has the balls to stand up to its,
3104,,,,,,,intensity.—JS,
3105,,,,,,,,
3106,,,,,,,,
3107,259,MAÑANITA,SOMBRA MEZCAL,AGAVE (MEZCAL),1,GARNISH: 1 ORANGE TWIST,JOAQUÍN SIMÓ 2011,
3108,259,MAÑANITA,COFFEE- AND CHILE-INFUSED CAMPARI,AMARO (APERITIVO),1,"Stir all the ingredients over ice, then strain into a","In Oaxaca, it’s customary to drink a small",
3109,259,MAÑANITA,HOUSE SWEET VERMOUTH,VERMOUTH (SWEET),1,"double rocks glass over 1, large ice cube. Garnish","copita of mezcal, called a mañanita, before your",
3110,,,,,,with the orange twist.,morning coffee. This is probably the spiciest,
3111,,,,,,,drink we’ve ever served.—JS,
3112,,,,,,,,
3113,,,,,,,,
3114,259,RANGE LIFE,EL TESORO REPOSADO TEQUILA,AGAVE (TEQUILA REPOSADO),2,"Stir all the ingredients over ice, then strain into a",PHIL WARD 2008,
3115,259,RANGE LIFE,CAMPARI,AMARO (APERITIVO),0.5,coupe. No garnish.,,
3116,259,RANGE LIFE,GRAND MARNIER,LIQUEUR (ORANGE),0.5,,,
3117,259,RANGE LIFE,PUNT E MES,VERMOUTH (SWEET),0.5,,,
3118,,,,,,,,
3119,259,"UNO, DOS, TRES",SIEMBRA AZUL REPOSADO TEQUILA,AGAVE (TEQUILA REPOSADO),1.5,GARNISH: 1 ORANGE TWIST,JOAQUÍN SIMÓ 2009,
3120,259,"UNO, DOS, TRES",GRAPEFRUIT-INFUSED PUNT E MES,VERMOUTH (SWEET),0.75,"Stir all the ingredients over ice, then strain into a",,
3121,259,"UNO, DOS, TRES",CAMPARI,AMARO (APERITIVO),0.5,"coupe. To garnish, flame the orange twist over the",,
3122,259,"UNO, DOS, TRES",CYNAR,AMARO (CYNAR),0.25,"drink, then drop it in.",,
3123,259,"UNO, DOS, TRES",BITTERMENS XOCOLATL MOLE BITTERS,BITTERS (CHOCOLATE),0.03125,,,
3124,,,,,,,,
3125,259,THE VANDERBILT,LAIRD’S BONDED APPLE BRANDY,BRANDY (APPLE),1.5,"Stir all the ingredients over ice, then strain into a",SCOTT TEAGUE 2013,
3126,259,THE VANDERBILT,GRAN CLASSICO BITTER,AMARO (APERITIVO),1,"double rocks glass over 1, large ice cube. No",,
3127,259,THE VANDERBILT,MATHILDE POIRE PEAR LIQUEUR,LIQUEUR (PEAR),0.75,garnish.,,
3128,,,,,,,,
3129,259,WHITE NEGRONI,FORD’S GIN,GIN (LONDON DRY),1.5,GARNISH: 1 LEMON TWIST,ALEX DAY 2009,
3130,259,WHITE NEGRONI,DOLIN BLANC VERMOUTH,VERMOUTH (BLANC),0.75,"Stir all the ingredients over ice, then strain into a",,
3131,259,WHITE NEGRONI,SUZE SAVEUR D’AUTREFOIS LIQUEUR,LIQUEUR (SUZE),0.75,"double rocks glass over 1, large ice cube. Garnish",,
3132,,,,,,with the lemon twist.,,
3133,,,,,,,,
3134,,DAIQUIRI,,,,,,
3135,,,,,,,,
3136,260,ANGUS STORY DAIQUIRI,APPLETON ESTATE V/X RUM,RUM (JAMAICAN),0.75,GARNISH: 1 LIME WEDGE,PHIL WARD 2012,
3137,260,ANGUS STORY DAIQUIRI,RON DEL BARRILITO 3-STAR RUM,RUM (SPANISH),0.75,"Shake all the ingredients with ice, then strain into",The venerable British bartender Angus,
3138,260,ANGUS STORY DAIQUIRI,LA FAVORITE RHUM AGRICOLE BLANC,RUM (AGRICOLE BLANC),0.5,a coupe. Garnish with the lime wedge.,Winchester came in one night and asked me to,
3139,260,ANGUS STORY DAIQUIRI,LIME JUICE,JUICE (LIME),0.75,,make him a three-rum daiquiri. This is the,
3140,260,ANGUS STORY DAIQUIRI,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.5,,result.—PW,
3141,,,,,,,,
3142,,,,,,,,
3143,260,ARRACKUIRI,VAN OOSTEN BATAVIA ARRACK,BATAVIA ARRACK,2,GARNISH: 1 MINT LEAF,PHIL WARD 2008,
3144,260,ARRACKUIRI,LIME JUICE,JUICE (LIME),0.75,"Short shake all the ingredients, then double strain","When we first got Batavia arrack, nobody",
3145,260,ARRACKUIRI,SIMPLE SYRUP,SYRUP (SIMPLE),0.75,into a coupe. Garnish with the mint leaf.,wanted to mess with it. I was determined to,
3146,260,ARRACKUIRI,POMEGRANATE MOLASSES,OTHER (POMEGRANATE MOLASSES),0.166667,,"use it as a base spirit, though, so I mixed it",
3147,260,ARRACKUIRI,MINT LEAVES,MINT,6 sprigs,,"with a spoonful of pomegranate molasses, which",
3148,,,,,,,works micacles.—PW,
3149,,,,,,,,
3150,,,,,,,,
3151,260,AUTUMN DAIQUIRI,MOUNT GAY ECLIPSE RUM,RUM (ENGLISH),2,"Shake all the ingredients with ice, then strain into",JOAQUÍN SIMÓ 2008,
3152,260,AUTUMN DAIQUIRI,LIME JUICE,JUICE (LIME),0.5,a coupe. No garnish.,I wanted to make a daiquiri with fall flavors,
3153,260,AUTUMN DAIQUIRI,PINEAPPLE JUICE,JUICE (PINEAPPLE),0.5,,and tried rum after rum until I landed on,
3154,260,AUTUMN DAIQUIRI,DEMERARA SYRUP,SYRUP (DEMERARA),0.25,,"Mount Gay, which adds a crazy apple flavor to",
3155,260,AUTUMN DAIQUIRI,CINNAMON BARK SYRUP,SYRUP (CINNAMON),0.25,,the drink.—JS,
3156,260,AUTUMN DAIQUIRI,ANGOSTURA BITTERS,BITTERS (AROMATIC),0.03125,,,
3157,,,,,,,,
3158,261,BENJAMIN BARKER DAIQUIRI,GOSLING’S BLACK SEAL RUM,RUM (ENGLISH),2,GARNISH: 1 LIME WEDGE,BRIAN MILLER 2008,
3159,261,BENJAMIN BARKER DAIQUIRI,CAMPARI,AMARO (APERITIVO),0.5,"Shake all the ingredients with ice, then strain into",The addition of Campari and absinthe makes,
3160,261,BENJAMIN BARKER DAIQUIRI,VIEUX PONTARLIER ABSINTHE,ABSINTHE,0.0625,a coupe. Garnish with the lime wedge.,this a real bartender’s daiquiri. The drink takes,
3161,261,BENJAMIN BARKER DAIQUIRI,LIME JUICE,JUICE (LIME),0.75,,"on a reddish hue, which inspired me to name it",
3162,261,BENJAMIN BARKER DAIQUIRI,DEMERARA SYRUP,SYRUP (DEMERARA),0.5,,after one of Sweeney Todd’s aliases.—BM,
3163,,,,,,,,
3164,,,,,,,,
3165,261,BOUKMAN DAIQUIRI,BARBANCOURT WHITE RUM,RUM (AGRICOLE BLANC),1.5,"Shake all the ingredients with ice, then strain into",ALEX DAY 2008,
3166,261,BOUKMAN DAIQUIRI,HINE H COGNAC,BRANDY (GRAPE),0.5,a coupe. No garnish.,Boukman Dutty was a slave who helped launch,
3167,261,BOUKMAN DAIQUIRI,LIME JUICE,JUICE (LIME),0.75,,the Haitian Revolution. Using rum over cognac,
3168,261,BOUKMAN DAIQUIRI,CINNAMON BARK SYRUP,SYRUP (CINNAMON),0.5,,is my nod to the French getting out of the,
3169,,,,,,,colony.—AD,
3170,,,,,,,,
3171,,,,,,,,
3172,261,"DAI, DAI MY DARLING",FLOR DE CAÑA EXTRA-DRY WHITE RUM,RUM (SPANISH WHITE),0.75,GARNISH: 1 LIME WEDGE,JILLIAN VOSE 2012,
3173,261,"DAI, DAI MY DARLING",EL DORADO 3-YEAR RUM,RUM (DEMERARA WHITE),0.75,"Stir all the ingredients over ice, then strain into a",I challenged myself to make a stirred,
3174,261,"DAI, DAI MY DARLING",BANKS 5-ISLAND WHITE RUM,RUM (ENGLISH WHITE),0.5,coupe. Garnish with the lime wedge.,"Hemingway daiquiri. Acid phosphate, which",
3175,261,"DAI, DAI MY DARLING",DOLIN BLANC VERMOUTH,VERMOUTH (BLANC),0.5,,"gives acidity without adding any citrus flavor,",
3176,261,"DAI, DAI MY DARLING",COMBIER PAMPLEMOUSSE ROSE LIQUEUR,LIQUEUR (GRAPEFRUIT),0.5,,"did the trick. Instead, the citrus flavors come",
3177,261,"DAI, DAI MY DARLING",KIRSCH,OTHER (KIRSCH),0.0833335,,from the grapefruit-flavored liqueur.—JV,
3178,261,"DAI, DAI MY DARLING",LUXARDO MARASCHINO LIQUEUR,LIQUEUR (CHERRY),0.0833335,,,
3179,261,"DAI, DAI MY DARLING",ACID PHOSPHATE,OTHER (ACID PHOSPHATE),0.0833335,,,
3180,,,,,,,,
3181,261,D.W.B.,LA FAVORITE RHUM AGRICOLE BLANC,RUM (AGRICOLE BLANC),2,GARNISH: 1 LIME WEDGE,PHIL WARD 2008,
3182,261,D.W.B.,VAN OOSTEN BATAVIA ARRACK,BATAVIA ARRACK,.,"Shake all the ingredients with ice, then strain into",This cocktail’s name is short for “Daiquiri With,
3183,261,D.W.B.,LIME JUICE,JUICE (LIME),5.75,a coupe. Garnish with the lime wedge.,Benefits.” La Favorite makes one hell of a,
3184,261,D.W.B.,CANE SUGAR SYRUP,SYRUP (CANE SUGAR),0.5,,"daiquiri, and it gets even better with the funk",
3185,,,,,,,of Batavia arrack.—PW,
3186,,,,,,,,
3187,,,,,,,,
3188,261,GRANNY’S DAIQUIRI,GRANNY SMITH APPLE–INFUSED RHUM BARBANCOURT,RUM (AGRICOLE AMBRE),2,GARNISH: 1 LIME WEDGE,PHIL WARD 2008,
3189,261,GRANNY’S DAIQUIRI,LIME JUICE,JUICE (LIME),0.75,"Shake all the ingredients with ice, then strain into",,
3190,261,GRANNY’S DAIQUIRI,SIMPLE SYRUP,SYRUP (SIMPLE),0.75,a coupe. Garnish with the lime wedge.,,
3191,,,,,,,,
3192,262,JAVANESE DAIQUIRI,VAN OOSTEN BATAVIA ARRACK,BATAVIA ARRACK,1,GARNISH: 1 LIME WEDGE,TYSON BUHLER 2013,
3193,262,JAVANESE DAIQUIRI,SCARLET IBIS RUM,RUM (ENGLISH),1,"Shake all the ingredients with ice, then strain into","This started as a spin on our house gimlet, but",
3194,262,JAVANESE DAIQUIRI,TOBY’S LIME CORDIAL,CORDIAL (LIME),1,a double rocks glass over cracked ice. Garnish,then it took a sharp left turn. It’s a confusing,
3195,262,JAVANESE DAIQUIRI,FRESH CURRY LEAVES,LEAF (CURRY),3 leaves,with the lime wedge.,"drink. Arrack is a funky, weird ingredient that",
3196,,,,,,,a lot of people don’t like. And when you see,
3197,,,,,,,"“curry” listed in the ingredients, you think it’s",
3198,,,,,,,going to taste like Indian food. Despite having,
3199,,,,,,,"so many weird ingredients, this ended up being",
3200,,,,,,,a surprisingly approachable cocktail.—TB,
3201,,,,,,,,
3202,,,,,,,,
3203,262,JOVENCOURT DAIQUIRI,BARBANCOURT WHITE RUM,RUM (AGRICOLE BLANC),2,"Shake all the ingredients with ice, then strain into",PHIL WARD 2007,
3204,262,JOVENCOURT DAIQUIRI,DEL MAGUEY VIDA MEZCAL,AGAVE (MEZCAL),0.25,a coupe. No garnish.,This cocktail was my first epiphany about using,
3205,262,JOVENCOURT DAIQUIRI,LIME JUICE,JUICE (LIME),0.75,,mezcal in a mixed drink. Doing so is common,
